"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[6]","practice_rest","DashedSentence","8","most","1715","practice","8","268","508"
"S[6]","practice_rest","DashedSentence","7","than","1715","practice","8","261","508"
"S[6]","practice_rest","DashedSentence","6","taller","1715","practice","8","237","508"
"S[6]","practice_rest","DashedSentence","5","much","1715","practice","8","202","508"
"S[6]","practice_rest","DashedSentence","4","tall%2C","1715","practice","8","224","508"
"S[6]","practice_rest","DashedSentence","3","very","1715","practice","8","248","508"
"S[6]","practice_rest","DashedSentence","2","is","1715","practice","8","247","508"
"S[6]","practice_rest","DashedSentence","1","Joanna","1715","practice","8","316","508"
"S[6]","practice_rest","grade","Choice","2","1715","practice","8","NULL","508"
"S[6]","practice_rest","DashedSentence","21","black.","2655","practice","9","2902","503"
"S[6]","practice_rest","DashedSentence","20","are","2655","practice","9","336","503"
"S[6]","practice_rest","DashedSentence","19","Nick's","2655","practice","9","294","503"
"S[6]","practice_rest","DashedSentence","18","brother","2655","practice","9","270","503"
"S[6]","practice_rest","DashedSentence","17","her","2655","practice","9","269","503"
"S[6]","practice_rest","DashedSentence","16","is","2655","practice","9","312","503"
"S[6]","practice_rest","DashedSentence","15","which","2655","practice","9","274","503"
"S[6]","practice_rest","DashedSentence","14","there","2655","practice","9","292","503"
"S[6]","practice_rest","DashedSentence","13","over","2655","practice","9","293","503"
"S[6]","practice_rest","DashedSentence","12","desk","2655","practice","9","315","503"
"S[6]","practice_rest","DashedSentence","11","other","2655","practice","9","270","503"
"S[6]","practice_rest","DashedSentence","10","that","2655","practice","9","349","503"
"S[6]","practice_rest","DashedSentence","9","and","2655","practice","9","213","503"
"S[6]","practice_rest","DashedSentence","8","Sandra%2C","2655","practice","9","248","503"
"S[6]","practice_rest","DashedSentence","7","to","2655","practice","9","247","503"
"S[6]","practice_rest","DashedSentence","6","belong","2655","practice","9","237","503"
"S[6]","practice_rest","DashedSentence","5","to","2655","practice","9","235","503"
"S[6]","practice_rest","DashedSentence","4","used","2655","practice","9","202","503"
"S[6]","practice_rest","DashedSentence","3","which","2655","practice","9","226","503"
"S[6]","practice_rest","DashedSentence","2","desk%2C","2655","practice","9","224","503"
"S[6]","practice_rest","DashedSentence","1","This","2655","practice","9","248","503"
"S[6]","practice_rest","grade","Choice","5","2655","practice","9","NULL","503"
"S[7]","practice_first","DashedSentence","14","this.","2663","practice","1","545","500"
"S[7]","practice_first","DashedSentence","13","like","2663","practice","1","340","500"
"S[7]","practice_first","DashedSentence","12","presented","2663","practice","1","469","500"
"S[7]","practice_first","DashedSentence","11","be","2663","practice","1","314","500"
"S[7]","practice_first","DashedSentence","10","will","2663","practice","1","334","500"
"S[7]","practice_first","DashedSentence","9","way%2C","2663","practice","1","286","500"
"S[7]","practice_first","DashedSentence","8","the","2663","practice","1","293","500"
"S[7]","practice_first","DashedSentence","7","by","2663","practice","1","248","500"
"S[7]","practice_first","DashedSentence","6","read","2663","practice","1","305","500"
"S[7]","practice_first","DashedSentence","5","to","2663","practice","1","321","500"
"S[7]","practice_first","DashedSentence","4","have","2663","practice","1","330","500"
"S[7]","practice_first","DashedSentence","3","you","2663","practice","1","346","500"
"S[7]","practice_first","DashedSentence","2","which","2663","practice","1","501","500"
"S[7]","practice_first","DashedSentence","1","Sentence%2C","2663","practice","1","499","500"
"S[7]","practice_first","grade","Choice","3","2663","practice","1","NULL","500"
"S[7]","practice_first","DashedSentence","20","","2131","practice","2","3214","501"
"S[7]","practice_first","DashedSentence","19","you.","2131","practice","2","637","501"
"S[7]","practice_first","DashedSentence","18","help","2131","practice","2","269","501"
"S[7]","practice_first","DashedSentence","17","to","2131","practice","2","236","501"
"S[7]","practice_first","DashedSentence","16","stuff","2131","practice","2","252","501"
"S[7]","practice_first","DashedSentence","15","some","2131","practice","2","260","501"
"S[7]","practice_first","DashedSentence","14","have","2131","practice","2","313","501"
"S[7]","practice_first","DashedSentence","13","will","2131","practice","2","342","501"
"S[7]","practice_first","DashedSentence","12","easier%2C","2131","practice","2","508","501"
"S[7]","practice_first","DashedSentence","11","be","2131","practice","2","479","501"
"S[7]","practice_first","DashedSentence","10","hopefully","2131","practice","2","244","501"
"S[7]","practice_first","DashedSentence","9","which","2131","practice","2","297","501"
"S[7]","practice_first","DashedSentence","8","some%2C","2131","practice","2","399","501"
"S[7]","practice_first","DashedSentence","7","But","2131","practice","2","177","501"
"S[7]","practice_first","DashedSentence","6","read.","2131","practice","2","207","501"
"S[7]","practice_first","DashedSentence","5","to","2131","practice","2","225","501"
"S[7]","practice_first","DashedSentence","4","harder","2131","practice","2","243","501"
"S[7]","practice_first","DashedSentence","3","be","2131","practice","2","238","501"
"S[7]","practice_first","DashedSentence","2","will","2131","practice","2","302","501"
"S[7]","practice_first","DashedSentence","1","Some","2131","practice","2","379","501"
"S[7]","practice_first","grade","Choice","5","2131","practice","2","NULL","501"
"S[7]","practice_good_item","DashedSentence","22","music.","2386","practice","3","406","502"
"S[7]","practice_good_item","DashedSentence","21","country","2386","practice","3","406","502"
"S[7]","practice_good_item","DashedSentence","20","revolutionizing","2386","practice","3","452","502"
"S[7]","practice_good_item","DashedSentence","19","for","2386","practice","3","398","502"
"S[7]","practice_good_item","DashedSentence","18","famous","2386","practice","3","652","502"
"S[7]","practice_good_item","DashedSentence","17","is","2386","practice","3","609","502"
"S[7]","practice_good_item","DashedSentence","16","inspirational%2C","2386","practice","3","457","502"
"S[7]","practice_good_item","DashedSentence","15","very","2386","practice","3","298","502"
"S[7]","practice_good_item","DashedSentence","14","and","2386","practice","3","354","502"
"S[7]","practice_good_item","DashedSentence","13","woman","2386","practice","3","374","502"
"S[7]","practice_good_item","DashedSentence","12","young","2386","practice","3","409","502"
"S[7]","practice_good_item","DashedSentence","11","achieving","2386","practice","3","446","502"
"S[7]","practice_good_item","DashedSentence","10","high","2386","practice","3","268","502"
"S[7]","practice_good_item","DashedSentence","9","a","2386","practice","3","251","502"
"S[7]","practice_good_item","DashedSentence","8","is","2386","practice","3","256","502"
"S[7]","practice_good_item","DashedSentence","7","way","2386","practice","3","283","502"
"S[7]","practice_good_item","DashedSentence","6","the","2386","practice","3","254","502"
"S[7]","practice_good_item","DashedSentence","5","by","2386","practice","3","467","502"
"S[7]","practice_good_item","DashedSentence","4","who","2386","practice","3","205","502"
"S[7]","practice_good_item","DashedSentence","3","singer%2C","2386","practice","3","200","502"
"S[7]","practice_good_item","DashedSentence","2","favorite","2386","practice","3","169","502"
"S[7]","practice_good_item","DashedSentence","1","My","2386","practice","3","386","502"
"S[7]","practice_good_item","grade","Choice","7","2386","practice","3","NULL","502"
"S[7]","practice_bad_item","DashedSentence","16","yesterday.","3646","practice","4","289","505"
"S[7]","practice_bad_item","DashedSentence","15","book","3646","practice","4","270","505"
"S[7]","practice_bad_item","DashedSentence","14","the","3646","practice","4","274","505"
"S[7]","practice_bad_item","DashedSentence","13","borrow","3646","practice","4","336","505"
"S[7]","practice_bad_item","DashedSentence","12","will","3646","practice","4","310","505"
"S[7]","practice_bad_item","DashedSentence","11","who","3646","practice","4","258","505"
"S[7]","practice_bad_item","DashedSentence","10","grandpa","3646","practice","4","289","505"
"S[7]","practice_bad_item","DashedSentence","9","her","3646","practice","4","284","505"
"S[7]","practice_bad_item","DashedSentence","8","to","3646","practice","4","265","505"
"S[7]","practice_bad_item","DashedSentence","7","gift","3646","practice","4","269","505"
"S[7]","practice_bad_item","DashedSentence","6","a","3646","practice","4","292","505"
"S[7]","practice_bad_item","DashedSentence","5","as","3646","practice","4","296","505"
"S[7]","practice_bad_item","DashedSentence","4","book","3646","practice","4","287","505"
"S[7]","practice_bad_item","DashedSentence","3","this","3646","practice","4","273","505"
"S[7]","practice_bad_item","DashedSentence","2","bought","3646","practice","4","337","505"
"S[7]","practice_bad_item","DashedSentence","1","Lucy","3646","practice","4","345","505"
"S[7]","practice_bad_item","grade","Choice","4","3646","practice","4","NULL","505"
"S[7]","practice_rest","DashedSentence","13","me.","5511","practice","5","349","507"
"S[7]","practice_rest","DashedSentence","12","gift","5511","practice","5","410","507"
"S[7]","practice_rest","DashedSentence","11","a","5511","practice","5","296","507"
"S[7]","practice_rest","DashedSentence","10","and","5511","practice","5","450","507"
"S[7]","practice_rest","DashedSentence","9","smile","5511","practice","5","249","507"
"S[7]","practice_rest","DashedSentence","8","big","5511","practice","5","216","507"
"S[7]","practice_rest","DashedSentence","7","a","5511","practice","5","201","507"
"S[7]","practice_rest","DashedSentence","6","bringing","5511","practice","5","227","507"
"S[7]","practice_rest","DashedSentence","5","today%2C","5511","practice","5","302","507"
"S[7]","practice_rest","DashedSentence","4","house","5511","practice","5","260","507"
"S[7]","practice_rest","DashedSentence","3","my","5511","practice","5","412","507"
"S[7]","practice_rest","DashedSentence","2","came","5511","practice","5","226","507"
"S[7]","practice_rest","DashedSentence","1","Batman","5511","practice","5","472","507"
"S[7]","practice_rest","grade","Choice","2","5511","practice","5","NULL","507"
"S[7]","practice_rest","DashedSentence","21","black.","2654","practice","6","439","503"
"S[7]","practice_rest","DashedSentence","20","are","2654","practice","6","451","503"
"S[7]","practice_rest","DashedSentence","19","Nick's","2654","practice","6","383","503"
"S[7]","practice_rest","DashedSentence","18","brother","2654","practice","6","410","503"
"S[7]","practice_rest","DashedSentence","17","her","2654","practice","6","330","503"
"S[7]","practice_rest","DashedSentence","16","is","2654","practice","6","331","503"
"S[7]","practice_rest","DashedSentence","15","which","2654","practice","6","356","503"
"S[7]","practice_rest","DashedSentence","14","there","2654","practice","6","295","503"
"S[7]","practice_rest","DashedSentence","13","over","2654","practice","6","368","503"
"S[7]","practice_rest","DashedSentence","12","desk","2654","practice","6","398","503"
"S[7]","practice_rest","DashedSentence","11","other","2654","practice","6","395","503"
"S[7]","practice_rest","DashedSentence","10","that","2654","practice","6","320","503"
"S[7]","practice_rest","DashedSentence","9","and","2654","practice","6","401","503"
"S[7]","practice_rest","DashedSentence","8","Sandra%2C","2654","practice","6","452","503"
"S[7]","practice_rest","DashedSentence","7","to","2654","practice","6","286","503"
"S[7]","practice_rest","DashedSentence","6","belong","2654","practice","6","296","503"
"S[7]","practice_rest","DashedSentence","5","to","2654","practice","6","361","503"
"S[7]","practice_rest","DashedSentence","4","used","2654","practice","6","379","503"
"S[7]","practice_rest","DashedSentence","3","which","2654","practice","6","483","503"
"S[7]","practice_rest","DashedSentence","2","desk%2C","2654","practice","6","309","503"
